ID Przepisu,Typ Zmiany,Stara Wartość,Nowa Wartość
463,Jednostka,Tbsps (olej sezamowy),łyżki
463,Jednostka,Tbsps (nasiona sezamu),łyżki
463,Jednostka,Tbsps (ksylitol),łyżki
464,Jednostka,Tbsp (proszek czosnkowy),łyżka
464,Jednostka,tsp (oliwa z oliwek),łyżeczka
465,Jednostka,stalks (seler),łodygi
465,Jednostka,can (grzyby),puszka
465,Jednostka,Tbsps (bulion wołowy),łyżki
466,Jednostka,Tbsps (tahini),łyżki
466,Jednostka,servings (sól morska),porcje
466,Jednostka,servings (woda),porcje
467,Jednostka,tsps (arënkha msc substytut kawioru),łyżeczki
467,Jednostka,servings (pieprz),porcje
467,Jednostka,Tbsps (oliwa z oliwek z pierwszego tłoczenia),łyżki
467,Jednostka,head (koper włoski),główka
467,Jednostka,Tbsps (sok z cytryny),łyżki
467,Jednostka,servings (łodygi estragonu),porcje
467,Jednostka,servings (liście estragonu),porcje
467,Jednostka,bunch (rukiew wodna),pęczek
467,Jednostka,Tbsp (białe wino),łyżka
468,Jednostka,tsp (pieprz),łyżeczka
468,Jednostka,Tbsps (pietruszka),łyżki
468,Jednostka,Tbsp (czosnek),łyżka
468,Jednostka,Tbsp (cukier),łyżka
468,Jednostka,Tbsp (sos worcestershire),łyżka
469,Jednostka,Tbsps (maślanka),łyżki
469,Jednostka,servings (sól i pieprz),porcje
469,Jednostka,Tbsps (masło),łyżki
470,Jednostka,Tbsp (skrobia kukurydziana),łyżka
470,Jednostka,Tbsps (curry w proszku),łyżki
470,Jednostka,clove (czosnek),ząbek
470,Jednostka,servings (kostki przyprawowe),porcje
471,Jednostka,servings (opatrunek),porcje
471,Jednostka,tsps (musztarda),łyżeczki
471,Jednostka,tsps (nektar z agawy),łyżeczki
471,Jednostka,tsps (sól),łyżeczki
471,Jednostka,Tbsps (oliwa z oliwek),łyżki
473,Jednostka,tsps (proszek czosnkowy),łyżeczki
473,Jednostka,tsps (sól),łyżeczki
473,Jednostka,tsps (pieprz),łyżeczki
473,Jednostka,tsp (przyprawa),łyżeczka
474,Jednostka,Tbsps (migdały),łyżki
474,Jednostka,Tbsps (ocet balsamiczny z granatów),łyżki
474,Jednostka,Tbsps (musztarda dijon),łyżki
474,Jednostka,tsp (miód),łyżeczka
474,Jednostka,Tbsp (oliwa z oliwek),łyżka
474,Jednostka,servings (sól i pieprz),porcje
475,Jednostka,servings (mennica),porcje
475,Jednostka,Tbsps (miód),łyżki
476,Jednostka,tsps (skórka z limonki),łyżeczki
476,Jednostka,tsps (sok z limonki),łyżeczki
476,Jednostka,Tbsp (mennica),łyżka
477,Jednostka,Tbsp (sos chrzanowy),łyżka
477,Jednostka,Tbsps (kapary),łyżki
477,Jednostka,Tbsps (bułka tarta),łyżki
477,Jednostka,tsps (sól morska),łyżeczki
477,Jednostka,Tbsps (oliwa z oliwek),łyżki
477,Jednostka,Tbsp (koperek),łyżka
477,Jednostka,Tbsps (sok z cytryny),łyżki
478,Jednostka,Tbsp (majonez),łyżka
478,Jednostka,Tbsps (sok z cytryny),łyżki
478,Jednostka,Tbsp (seler),łyżka
478,Jednostka,tsps (pieprz),łyżeczki
478,Jednostka,servings (sól),porcje
479,Jednostka,cloves (czosnek),ząbki
479,Jednostka,servings (papryka),porcje
479,Jednostka,servings (sól),porcje
480,Jednostka,pkg (pełny szpinak baby),opakowanie
480,Jednostka,slice (boczek),plasterek
480,Jednostka,Tbsps (oliwa z oliwek),łyżki
480,Jednostka,servings (sól i pieprz),porcje
480,Jednostka,Tbsps (ocet),łyżki
481,Jednostka,head (sałata),główka
481,Jednostka,slice (chleb z kiełkami zbożowymi),plasterek
482,Jednostka,clove (czosnek),ząbek
482,Jednostka,pinch (sól),szczypta
483,Jednostka,tsp (odparowany cukier trzcinowy),łyżeczka
483,Jednostka,tsps (curry w proszku),łyżeczki
484,Jednostka,tsp (pieprz),łyżeczka
484,Jednostka,tsps (kminek),łyżeczki
484,Jednostka,Tbsps (czosnek),łyżki
484,Jednostka,Tbsp (sól),łyżka
485,Jednostka,Tbsps (migdały),łyżki
485,Jednostka,Tbsps (ocet balsamiczny z granatów),łyżki
485,Jednostka,Tbsps (musztarda dijon),łyżki
485,Jednostka,tsp (miód),łyżeczka
485,Jednostka,Tbsp (oliwa z oliwek),łyżka
485,Jednostka,servings (sól i pieprz),porcje
486,Jednostka,can (kukurydza),puszka
486,Jednostka,bunch (kolendra),pęczek
486,Jednostka,cloves (czosnek),ząbki
486,Jednostka,tsp (mielony kminek),łyżeczka
486,Jednostka,tsp (oregano),łyżeczka
486,Jednostka,tsps (sól),łyżeczki
486,Jednostka,bunch (szalotki),pęczek
487,Jednostka,servings (awokado),porcje
487,Jednostka,stalks (seler),łodygi
487,Jednostka,cloves (czosnek),ząbki
487,Jednostka,Tbsp (oliwa z oliwek),łyżka
487,Jednostka,servings (oliwki),porcje
487,Jednostka,servings (sól i pieprz),porcje
488,Jednostka,servings (mennica),porcje
488,Jednostka,Tbsps (miód),łyżki
489,Jednostka,tsps (ożywić),łyżeczki
489,Jednostka,tsps (asafetyda),łyżeczki
489,Jednostka,tsp (sól),łyżeczka
489,Jednostka,servings (olej),porcje
490,Jednostka,tsps (imbir),łyżeczki
490,Jednostka,Tbsps (sos sojowy),łyżki
490,Jednostka,servings (kawałki ananasa),porcje
490,Jednostka,tsps (olej sezamowy),łyżeczki
490,Jednostka,tsps (nasiona sezamu),łyżeczki
490,Jednostka,Tbsps (biały ocet winny),łyżki
491,Jednostka,Tbsps (syrop klonowy),łyżki
491,Jednostka,tsps (musztardy dijon),łyżeczki
491,Jednostka,servings (sól i pieprz),porcje
491,Jednostka,head (czosnek),główka
491,Jednostka,tsps (sól),łyżeczki
491,Jednostka,tsps (proszek czosnkowy),łyżeczki
491,Jednostka,servings (świeża pietruszka),porcje
491,Jednostka,Tbsps (nasiona granatu),łyżki
491,Jednostka,Tbsps (migdały),łyżki
492,Jednostka,tsps (skórka z limonki),łyżeczki
492,Jednostka,tsps (sok z limonki),łyżeczki
492,Jednostka,Tbsp (mennica),łyżka
493,Jednostka,Tbsps (sok z cytryny meyera),łyżki
493,Składnik,asparagus,szparagi
493,Jednostka,bunch (asparagus),pęczek
493,Jednostka,Tbsp (oliwa z oliwek),łyżka
493,Jednostka,tsps (zioła prowansalskie),łyżeczki
493,Jednostka,servings (sól i pieprz),porcje
493,Jednostka,servings (winegret cytrynowy meyera),porcje
493,Jednostka,Tbsps (ocet szampański cytrusowy),łyżki
493,Jednostka,Tbsps (wywar warzywny),łyżki
493,Jednostka,Tbsps (oliwa z oliwek),łyżki
493,Jednostka,Tbsps (miód),łyżki
494,Jednostka,clove (czosnek),ząbek
494,Jednostka,Tbsps (wyciśnięty sok z cytryny),łyżki
494,Jednostka,servings (papryka),porcje
494,Jednostka,Tbsps (czerwony ocet winny),łyżki
494,Jednostka,servings (sól),porcje
495,Jednostka,servings (papryka),porcje
495,Jednostka,Tbsp (miód),łyżka
495,Jednostka,tsps (oliwa z oliwek),łyżeczki
495,Jednostka,Tbsps (orzeszki pieprzowe),łyżki
495,Jednostka,Tbsps (czerwony ocet winny),łyżki
495,Jednostka,servings (sól i pieprz),porcje
495,Jednostka,servings (papryka),porcje
496,Jednostka,Tbsps (ocet balsamiczny),łyżki
496,Jednostka,tsps (papryka ostra),łyżeczki
496,Jednostka,Tbsps (kolendra),łyżki
496,Jednostka,tsps (mielony pieprz),łyżeczki
496,Jednostka,Tbsps (sok z cytryny),łyżki
496,Jednostka,tsps (syrop klonowy),łyżeczki
496,Jednostka,Tbsps (oliwa z oliwek),łyżki
496,Jednostka,tsps (sól),łyżeczki
497,Jednostka,Tbsps (oliwa z oliwek z pierwszego tłoczenia),łyżki
497,Jednostka,cloves (czosnek),ząbki
497,Jednostka,servings (papryka),porcje
497,Jednostka,servings (sól),porcje
497,Jednostka,sprigs (piekielnie),gałązki
497,Jednostka,sprigs (piekielnie),gałązki
498,Jednostka,head (kapusta),główka
498,Jednostka,head (kapusta),główka
498,Jednostka,tsp (musztarda dijon),łyżeczka
498,Jednostka,tsp (nasiona kminku),łyżeczka
498,Jednostka,Tbsp (cukier),łyżka
498,Jednostka,tsps (sól morska),łyżeczki
498,Jednostka,serving (kilka mieleń pieprzu),porcja
499,Jednostka,Tbsp (nierafinowany olej słonecznikowy),łyżka
499,Jednostka,servings (sól morska),porcje
499,Jednostka,tsps (mielony pieprz),łyżeczki
500,Jednostka,tsp (cynamon),łyżeczka
500,Jednostka,tsps (mielony imbir),łyżeczki
5,Korekta Jednostki,medium (papryka),średnia sztuka
6,Korekta Jednostki,large (marchewki),duża sztuka
9,Korekta Jednostki,small (cebula),mała sztuka
13,Korekta Jednostki,large (ziemniaki),duża sztuka
16,Korekta Jednostki,small (kalafior),mała sztuka
27,Korekta Jednostki,small (jabłko),mała sztuka
27,Korekta Jednostki,small (banan),mała sztuka
28,Korekta Jednostki,medium (marchewki),średnia sztuka
30,Korekta Jednostki,medium (ząbki czosnku),średnia sztuka
30,Korekta Jednostki,medium (cebula),średnia sztuka
32,Korekta Jednostki,large (cebula),duża sztuka
32,Korekta Jednostki,medium (bakłażan),średnia sztuka
32,Korekta Jednostki,medium (cukinia),średnia sztuka
32,Korekta Jednostki,medium (pomidory),średnia sztuka
32,Korekta Jednostki,large (grzyby portobello),duża sztuka
33,Korekta Jednostki,large head (kalafior),duża główka
38,Korekta Jednostki,medium (marchewki),średnia sztuka
38,Korekta Jednostki,medium (bakłażan),średnia sztuka
38,Korekta Jednostki,small (cebula),mała sztuka
38,Korekta Jednostki,medium (pomidory),średnia sztuka
42,Korekta Jednostki,medium (cebula),średnia sztuka
45,Korekta Jednostki,medium (cebula),średnia sztuka
46,Korekta Jednostki,medium (cebula),średnia sztuka
48,Korekta Jednostki,large (liście boćwiny),duża sztuka
48,Korekta Jednostki,small head (pomarańczowy kalafior),mała główka
48,Korekta Jednostki,medium (cukinia),średnia sztuka
48,Korekta Jednostki,large (papryka),duża sztuka
48,Korekta Jednostki,medium (awokado),średnia sztuka
49,Korekta Jednostki,medium (papryka),średnia sztuka
51,Korekta Jednostki,large (glob),duża sztuka
51,Korekta Jednostki,medium (pomidor),średnia sztuka
52,Korekta Jednostki,large (marchewki),duża sztuka
54,Korekta Jednostki,small (papryka),mała sztuka
68,Korekta Jednostki,small (cebula),mała sztuka
74,Korekta Jednostki,medium (banan),średnia sztuka
76,Korekta Jednostki,medium (papryka),średnia sztuka
77,Korekta Jednostki,small (awokado),mała sztuka
78,Korekta Jednostki,large (marchewki),duża sztuka
83,Korekta Jednostki,small (jabłko),mała sztuka
83,Korekta Jednostki,medium (papryka),średnia sztuka
84,Korekta Jednostki,small (cebula),mała sztuka
86,Korekta Jednostki,medium (marchewki),średnia sztuka
86,Korekta Jednostki,large (rzepa),duża sztuka
86,Korekta Jednostki,medium (cebula),średnia sztuka
89,Korekta Jednostki,large (marchewki),duża sztuka
89,Korekta Jednostki,small (cebula),mała sztuka
90,Korekta Jednostki,medium (marchewki),średnia sztuka
90,Korekta Jednostki,medium (bakłażan),średnia sztuka
90,Korekta Jednostki,small (cebula),mała sztuka
90,Korekta Jednostki,medium (pomidory),średnia sztuka
94,Korekta Jednostki,medium (cebula),średnia sztuka
96,Korekta Jednostki,small (cebula),mała sztuka
97,Korekta Jednostki,medium (banan),średnia sztuka
99,Korekta Jednostki,small head (sałata bostońska),mała główka
99,Korekta Jednostki,small (papryczka chili),mała sztuka
99,Korekta Jednostki,large (krewetka),duża sztuka
99,Korekta Jednostki,8-inch (opakowania sajgonek),20 cm (sztuka)
100,Korekta Jednostki,medium (cebula),średnia sztuka
102,Korekta Jednostki,small (zielona cebula),mała sztuka
104,Korekta Jednostki,large (mango),duża sztuka
107,Korekta Jednostki,medium (banan),średnia sztuka
112,Korekta Jednostki,medium (awokado),średnia sztuka
113,Korekta Jednostki,small (cebula),mała sztuka
116,Korekta Jednostki,large (grzyby portobello),duża sztuka
116,Korekta Jednostki,large (cebula),duża sztuka
116,Korekta Jednostki,large (papryczki jalapeno),duża sztuka
116,Korekta Jednostki,medium (rzymskie pomidory),średnia sztuka
121,Korekta Jednostki,small (banany),mała sztuka
125,Korekta Jednostki,medium (wapno),średnia sztuka
126,Korekta Jednostki,medium (kalafior),średnia sztuka
127,Korekta Jednostki,large (cebula),duża sztuka
128,Korekta Jednostki,medium (kalafior),średnia sztuka
130,Korekta Jednostki,large (batat),duża sztuka
130,Korekta Jednostki,large (jajka),duża sztuka
133,Korekta Jednostki,medium (liście bazylii),średnia sztuka
133,Korekta Jednostki,large (ser mozzarella),duża sztuka
136,Korekta Jednostki,small pinch (proszek do pieczenia),mała szczypta
136,Korekta Jednostki,medium (chilli),średnia sztuka
136,Korekta Jednostki,medium (pomidor),średnia sztuka
137,Korekta Jednostki,medium (papryka),średnia sztuka
138,Korekta Jednostki,large (cebula),duża sztuka
138,Korekta Jednostki,medium (pomidory),średnia sztuka
139,Korekta Jednostki,small pinch (chili w proszku),mała szczypta
143,Korekta Jednostki,large (marchew),duża sztuka
143,Korekta Jednostki,medium (rzodkiewka daikon),średnia sztuka
144,Korekta Jednostki,medium (rzodkiewki),średnia sztuka
145,Korekta Jednostki,large (szalotka),duża sztuka
146,Korekta Jednostki,small (dynia piżmowa),mała sztuka
146,Korekta Jednostki,large (cebula),duża sztuka
151,Korekta Jednostki,small (cebula),mała sztuka
153,Korekta Jednostki,small (ogórki),mała sztuka
153,Korekta Jednostki,medium (pomidory),średnia sztuka
154,Korekta Jednostki,small (cebula),mała sztuka
154,Korekta Jednostki,large (perski ogórek),duża sztuka
154,Korekta Jednostki,large (chleby pita),duża sztuka
154,Korekta Jednostki,small bunch (rzodkiewki),mały pęczek
154,Korekta Jednostki,small head (kapusta włoska),mała główka
155,Korekta Jednostki,small (kalafior),mała sztuka
156,Korekta Jednostki,small (wielkości marchewki),mała sztuka
157,Korekta Jednostki,large (ziemniaki),duża sztuka
158,Korekta Jednostki,medium (pory),średnia sztuka
158,Korekta Jednostki,large (brunatne ziemniaki),duża sztuka
160,Korekta Jednostki,medium (dynia piżmowa),średnia sztuka
162,Korekta Jednostki,medium (ziemniaki),średnia sztuka
163,Korekta Jednostki,small (cebula),mała sztuka
164,Korekta Jednostki,large (bakłażan),duża sztuka
164,Korekta Jednostki,large (pomidory),duża sztuka
164,Korekta Jednostki,large (pokrojona cukinia),duża sztuka
169,Korekta Jednostki,large (pomidor),duża sztuka
170,Korekta Jednostki,medium (rzymskie pomidory),średnia sztuka
170,Korekta Jednostki,large (zdusić),duża sztuka
171,Korekta Jednostki,large can (krem z zupy grzybowej),duża puszka
171,Korekta Jednostki,medium (cebula),średnia sztuka
172,Korekta Jednostki,medium (papryka),średnia sztuka
176,Korekta Jednostki,small (kalafior),mała sztuka
177,Korekta Jednostki,large (rzymskie pomidory),duża sztuka
177,Korekta Jednostki,large (szalotka),duża sztuka
182,Korekta Jednostki,large (dynia piżmowa),duża sztuka
183,Korekta Jednostki,medium (cebula),średnia sztuka
185,Korekta Jednostki,large (liście boćwiny),duża sztuka
185,Korekta Jednostki,small head (pomarańczowy kalafior),mała główka
185,Korekta Jednostki,medium (cukinia),średnia sztuka
185,Korekta Jednostki,large (papryka),duża sztuka
185,Korekta Jednostki,medium (awokado),średnia sztuka
186,Korekta Jednostki,medium (papryka),średnia sztuka
187,Korekta Jednostki,small (awokado),mała sztuka
188,Korekta Jednostki,small (czerwona cebula),mała sztuka
191,Korekta Jednostki,large (glob),duża sztuka
191,Korekta Jednostki,medium (pomidor),średnia sztuka
192,Korekta Jednostki,large (marchewki),duża sztuka
194,Korekta Jednostki,large (cebula),duża sztuka
194,Korekta Jednostki,large (ziemniaki),duża sztuka
195,Korekta Jednostki,small (papryka),mała sztuka
200,Korekta Jednostki,large (jabłko),duża sztuka
200,Korekta Jednostki,large (marchew),duża sztuka
200,Korekta Jednostki,large (jajko),duża sztuka
201,Korekta Jednostki,small (cebula),mała sztuka
203,Korekta Jednostki,large (kostki lodu),duża sztuka
204,Korekta Jednostki,small (melon spadziowy),mała sztuka
204,Korekta Jednostki,small (ogórek),mała sztuka
207,Korekta Jednostki,small (cebula dymka),mała sztuka
208,Korekta Jednostki,medium (awokado),średnia sztuka
209,Korekta Jednostki,large (ziemniaki),duża sztuka
214,Korekta Jednostki,medium (seler),średnia sztuka
214,Korekta Jednostki,medium (cebula),średnia sztuka
214,Korekta Jednostki,medium (szalotka),średnia sztuka
221,Korekta Jednostki,medium (cukinia),średnia sztuka
229,Korekta Jednostki,large (szparagi),duża sztuka
232,Korekta Jednostki,large (liść laurowy),duża sztuka
232,Korekta Jednostki,medium (cebula),średnia sztuka
234,Korekta Jednostki,medium (awokado),średnia sztuka
235,Korekta Jednostki,large (ogórek cieplarniany),duża sztuka
237,Korekta Jednostki,small (kalafior),mała sztuka
239,Korekta Jednostki,small (buraczany),mała sztuka
241,Korekta Jednostki,small (awokado),mała sztuka
243,Korekta Jednostki,medium (pomidory),średnia sztuka
244,Korekta Jednostki,small (cebula),mała sztuka
245,Korekta Jednostki,large (dynia piżmowa),duża sztuka
245,Korekta Jednostki,medium (cebula),średnia sztuka
246,Korekta Jednostki,large (marchew),duża sztuka
247,Korekta Jednostki,small (szczypiorek),mała sztuka
248,Korekta Jednostki,medium (kalafior),średnia sztuka
249,Korekta Jednostki,small (cebula),mała sztuka
249,Korekta Jednostki,medium (cukinia),średnia sztuka
250,Korekta Jednostki,large (pomidor),duża sztuka
254,Korekta Jednostki,small (cebula),mała sztuka
256,Korekta Jednostki,large (papryka),duża sztuka
259,Korekta Jednostki,medium (pomidory),średnia sztuka
262,Korekta Jednostki,large head (kalafior),duża główka
264,Korekta Jednostki,medium (kalafior),średnia sztuka
266,Korekta Jednostki,large (marchew),duża sztuka
274,Korekta Jednostki,medium (oliwki),średnia sztuka
274,Korekta Jednostki,large (romski pomidor),duża sztuka
283,Korekta Jednostki,medium (romski pomidor),średnia sztuka
298,Korekta Jednostki,large (żółtka jaj),duża sztuka
301,Korekta Jednostki,large (jajko),duża sztuka
303,Korekta Jednostki,small (cebula),mała sztuka
303,Korekta Jednostki,small (marchew),mała sztuka
306,Korekta Jednostki,large (jabłka),duża sztuka
316,Korekta Jednostki,medium (figi),średnia sztuka
317,Korekta Jednostki,large (jajka),duża sztuka
322,Korekta Jednostki,large (jajka),duża sztuka
329,Korekta Jednostki,large (cebula),duża sztuka
335,Korekta Jednostki,medium (dynia piżmowa),średnia sztuka
335,Korekta Jednostki,small (cebula),mała sztuka
335,Korekta Jednostki,small (papryka),mała sztuka
336,Korekta Jednostki,medium (posiekana cebula),średnia sztuka
341,Korekta Jednostki,large (marchew),duża sztuka
341,Korekta Jednostki,small (koper bulwowy),mała sztuka
341,Korekta Jednostki,large (kiwi),duża sztuka
341,Korekta Jednostki,large (truskawki),duża sztuka
342,Korekta Jednostki,large (pomarańcze),duża sztuka
344,Korekta Jednostki,medium (cebula),średnia sztuka
346,Korekta Jednostki,medium (cebula),średnia sztuka
348,Korekta Jednostki,medium (cebula),średnia sztuka
353,Korekta Jednostki,medium (grzyby portabella),średnia sztuka
358,Korekta Jednostki,small (pkt twarde/dodatkowe tofu),mała sztuka
358,Korekta Jednostki,large (cebula),duża sztuka
359,Korekta Jednostki,small (czerwona cebula),mała sztuka
360,Korekta Jednostki,medium (bakłażany),średnia sztuka
360,Korekta Jednostki,large (cebula),duża sztuka
361,Korekta Jednostki,large (papryka),duża sztuka
374,Korekta Jednostki,large (jajko),duża sztuka
382,Korekta Jednostki,large (ogórek),duża sztuka
382,Korekta Jednostki,large (liście mięty),duża sztuka
382,Korekta Jednostki,large (truskawki),duża sztuka
387,Korekta Jednostki,small (cukinia),mała sztuka
390,Korekta Jednostki,medium (historyczne pomidory),średnia sztuka
390,Korekta Jednostki,small (ogórek),mała sztuka
391,Korekta Jednostki,medium (cukinia),średnia sztuka
391,Korekta Jednostki,small (cebula),mała sztuka
392,Korekta Jednostki,large (cebula),duża sztuka
392,Korekta Jednostki,small (dynia),mała sztuka
393,Korekta Jednostki,medium (marchewki),średnia sztuka
393,Korekta Jednostki,large (ziemniaki),duża sztuka
393,Korekta Jednostki,small (cebula),mała sztuka
394,Korekta Jednostki,medium (rozmiar - ziemniaki),średnia sztuka
395,Korekta Jednostki,medium (awokado),średnia sztuka
397,Korekta Jednostki,small (jabłko),mała sztuka
397,Korekta Jednostki,small (banan),mała sztuka
403,Korekta Jednostki,medium (marchewki),średnia sztuka
405,Korekta Jednostki,large (cebula),duża sztuka
407,Korekta Jednostki,large (ziemniaki),duża sztuka
407,Korekta Jednostki,large (cebula),duża sztuka
407,Korekta Jednostki,large (marchewki),duża sztuka
412,Korekta Jednostki,medium (złote buraki),średnia sztuka
413,Korekta Jednostki,large bunch (kapusta włoska),duży pęczek
416,Korekta Jednostki,medium (rzodkiewka arbuzowa),średnia sztuka
416,Korekta Jednostki,medium (rzodkiewki śniadaniowe),średnia sztuka
416,Korekta Jednostki,medium (awokado),średnia sztuka
416,Korekta Jednostki,medium (jabłko fuji),średnia sztuka
418,Korekta Jednostki,large (ogórek),duża sztuka
425,Korekta Jednostki,medium (ząbki czosnku),średnia sztuka
425,Korekta Jednostki,medium (cebula),średnia sztuka
428,Korekta Jednostki,large (cebula),duża sztuka
428,Korekta Jednostki,medium (bakłażan),średnia sztuka
428,Korekta Jednostki,medium (cukinia),średnia sztuka
428,Korekta Jednostki,medium (pomidory),średnia sztuka
428,Korekta Jednostki,large (grzyby portobello),duża sztuka
429,Korekta Jednostki,large head (kalafior),duża główka
434,Korekta Jednostki,small (zielona cebula),mała sztuka
437,Korekta Jednostki,small pinch (proszek do pieczenia),mała szczypta
437,Korekta Jednostki,medium (chilli),średnia sztuka
437,Korekta Jednostki,medium (pomidor),średnia sztuka
438,Korekta Jednostki,medium (papryka),średnia sztuka
440,Korekta Jednostki,large (cebula),duża sztuka
440,Korekta Jednostki,medium (pomidory),średnia sztuka
443,Korekta Jednostki,small pinch (chili w proszku),mała szczypta
446,Korekta Jednostki,large (cebula),duża sztuka
451,Korekta Jednostki,large (cukinia spiralnie),duża sztuka
452,Korekta Jednostki,small (jabłko),mała sztuka
452,Korekta Jednostki,small (marchew),mała sztuka
453,Korekta Jednostki,medium (batat),średnia sztuka
456,Korekta Jednostki,large (awokado),duża sztuka
456,Korekta Jednostki,small (jalapeno),mała sztuka
458,Korekta Jednostki,small (cebula),mała sztuka
458,Korekta Jednostki,large (złote ziemniaki z yukonu),duża sztuka
460,Korekta Jednostki,medium (ząbki czosnku),średnia sztuka
460,Korekta Jednostki,medium (cebula),średnia sztuka
461,Korekta Jednostki,large (marchew),duża sztuka
461,Korekta Jednostki,medium (rzodkiewka daikon),średnia sztuka
462,Korekta Jednostki,medium (cebula),średnia sztuka
464,Korekta Jednostki,large can (krem z zupy grzybowej),duża puszka
464,Korekta Jednostki,medium (cebula),średnia sztuka
466,Korekta Jednostki,medium (rzodkiewki),średnia sztuka
469,Korekta Jednostki,medium (słodkie ziemniaki),średnia sztuka
473,Korekta Jednostki,small (dynia piżmowa),mała sztuka
473,Korekta Jednostki,large (cebula),duża sztuka
474,Korekta Jednostki,small (zielona cebula),mała sztuka
476,Korekta Jednostki,large (mango),duża sztuka
480,Korekta Jednostki,large (pasteryzowane jajka),duża sztuka
480,Korekta Jednostki,small (cebula lub),mała sztuka
483,Korekta Jednostki,medium (banan),średnia sztuka
484,Korekta Jednostki,large (cebula),duża sztuka
485,Korekta Jednostki,small (zielona cebula),mała sztuka
486,Korekta Jednostki,large (cebula),duża sztuka
490,Korekta Jednostki,medium (wielkości papryki),średnia sztuka
492,Korekta Jednostki,large (mango),duża sztuka
493,Korekta Jednostki,small (ząbek czosnku),mała sztuka
498,Korekta Jednostki,large (marchew),duża sztuka
498,Korekta Jednostki,small (cebula),mała sztuka
499,Korekta Jednostki,large (cebula),duża sztuka
